id,route,kind,source_file,line,snippet,expected_behavior,status,evidence,notes
INT-00499,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1207,"<button type=""button"" onClick={onClose} className=""text-fg-muted hover:text-fg""><X className=""h-5 w-5"" /></button>",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1207,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00500,/media,button,apps/frontend/src/app/(dashboard)/media/page.tsx,1211,<button key={a.id} onClick={() => { setSelectedAlbumId(a.id); addMut.mutate(a.id); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1211,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00501,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1211,<button key={a.id} onClick={() => { setSelectedAlbumId(a.id); addMut.mutate(a.id); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1211,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00502,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1258,onClick={onClose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1258,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00503,/media,button,apps/frontend/src/app/(dashboard)/media/page.tsx,1261,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1261,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00504,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1262,onClick={onClose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1262,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00505,/media,button,apps/frontend/src/app/(dashboard)/media/page.tsx,1270,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1270,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00506,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1271,onClick={(e) => { e.stopPropagation(); onPrev(); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1271,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00507,/media,button,apps/frontend/src/app/(dashboard)/media/page.tsx,1280,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1280,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00508,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1281,onClick={(e) => { e.stopPropagation(); onNext(); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1281,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00509,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1291,onClick={(e) => e.stopPropagation()},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1291,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00510,/media,button,apps/frontend/src/app/(dashboard)/media/page.tsx,1336,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1336,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00511,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1337,onClick={(e) => { e.stopPropagation(); onFavoriteToggle(); }},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1337,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00512,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1472,onClick={onClose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1472,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00513,/media,form,apps/frontend/src/app/(dashboard)/media/page.tsx,1474,<form,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1474,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00514,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1475,onClick={(e) => e.stopPropagation()},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1475,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00515,/media,submit-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1476,onSubmit={handleSubmit},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1476,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00516,/media,button,apps/frontend/src/app/(dashboard)/media/page.tsx,1481,"<button type=""button"" onClick={onClose} className=""text-fg-muted hover:text-fg"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1481,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00517,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1481,"<button type=""button"" onClick={onClose} className=""text-fg-muted hover:text-fg"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1481,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00518,/media,input,apps/frontend/src/app/(dashboard)/media/page.tsx,1488,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1488,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00519,/media,change-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1491,onChange={(e) => setName(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1491,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00520,/media,select,apps/frontend/src/app/(dashboard)/media/page.tsx,1500,<select,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1500,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00521,/media,change-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1502,onChange={(e) => setType(e.target.value as MediaSource['type'])},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1502,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00522,/media,input,apps/frontend/src/app/(dashboard)/media/page.tsx,1514,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1514,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00523,/media,change-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1517,onChange={(e) => setPath(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1517,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00524,/media,button,apps/frontend/src/app/(dashboard)/media/page.tsx,1522,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1522,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00525,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1524,onClick={async () => {,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1524,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00526,/media,input,apps/frontend/src/app/(dashboard)/media/page.tsx,1543,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1543,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00527,/media,change-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1549,onChange={(e) => {,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1549,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00528,/media,button,apps/frontend/src/app/(dashboard)/media/page.tsx,1572,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1572,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00529,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1574,onClick={onClose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1574,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00530,/media,button,apps/frontend/src/app/(dashboard)/media/page.tsx,1579,<button,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1579,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00531,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1629,onClick={onClose},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1629,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00532,/media,form,apps/frontend/src/app/(dashboard)/media/page.tsx,1631,<form,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1631,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00533,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1632,onClick={(e) => e.stopPropagation()},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1632,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00534,/media,submit-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1633,onSubmit={handleSubmit},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1633,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00535,/media,button,apps/frontend/src/app/(dashboard)/media/page.tsx,1638,"<button type=""button"" onClick={onClose} className=""text-fg-muted hover:text-fg"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1638,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00536,/media,click-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1638,"<button type=""button"" onClick={onClose} className=""text-fg-muted hover:text-fg"">",Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1638,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00537,/media,input,apps/frontend/src/app/(dashboard)/media/page.tsx,1645,<input,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1645,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00538,/media,change-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1648,onChange={(e) => setName(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1648,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00539,/media,textarea,apps/frontend/src/app/(dashboard)/media/page.tsx,1657,<textarea,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1657,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00540,/media,change-handler,apps/frontend/src/app/(dashboard)/media/page.tsx,1659,onChange={(e) => setDescription(e.target.value)},Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1659,Source-inventoried and route rendered; control not individually mutated during safe audit
INT-00541,/media,select,apps/frontend/src/app/(dashboard)/media/page.tsx,1668,<select,Review live behavior and state/API effect,PARTIAL_CODE_ONLY,apps/frontend/src/app/(dashboard)/media/page.tsx:1668,Source-inventoried and route rendered; control not individually mutated during safe audit
